"ProvincialSeedlotsID","ExperimentalClimate","HtFinalS01_mm","HeightFinalS02_mm","FinalStemDiamS02_mm","MaxGthRate_mm_Day","FinalShootWeightS02_g","FinalRootWeightS02_g","TotalWeight","RootShoot_Ratio","BudSet","BudBreakS02_day","LinearGthS02_Days","Gth5pctS02_Day","Gth95pctS02_Day","Gth5.95pctS02_Days","ColdInjuryFallS02_Mean","ColdInjuryMidWinterS02_Mean","ColdInjurySpringS02_Mean","Latitude","Longitude","Elevation","MAT","MWMT","MCMT","TD","log(MAP)","log(MSP)","AHM","SHM","DD0","DD5","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","Eref","CMD"
"AB_SRD_241","MAT06",23.4894355482133,59.0058878817632,1.69970400216718,1.47824426706399,0.451889515577168,0.248961379678757,0.707056926681639,0.474141533532534,145.102155111815,45.9244686871242,4.09425008596859,130.35271816788,157.723329612326,27.304589055387,69.2405376653079,70.0625563664525,81.614747489226,53.76,-116.89,1219,1.9,13.6,-11.1,24.7,6.45047042214418,6.09356977004514,18.8,30.8,1260,988,145,153,254,100,153,-44.3,30.4,486,40
"AB_SRD_2446","MAT06",29.0277027984186,84.499497981826,2.52759502466298,1.78581704106697,1.78453838277287,0.838914620574548,2.62290535339316,0.455179241461406,160.991494830073,46.0120702321937,5.24971962567435,127.998041390372,172.169535347592,44.1996107990087,83.8106609216182,47.0262221298844,77.4079396475078,49.39,-114.33,1370,3,14.9,-9.4,24.3,6.69703424766648,5.78382518232974,16.1,45.8,1036,1131,148,161,252,91,365,-40.7,33.4,581,171
"AB_SRD_2644","MAT06",37.3872809620387,75.9969383779155,2.47195197777497,1.18154486276035,1.97654421886508,0.622728803066812,2.59591866090478,0.320821210159638,151.445528428342,43.8375289527988,6.83702233217545,127.550599045478,177.786304101541,50.7474327613908,74.9718583975655,37.470616244146,51.1142161506163,50.97,-114.9,1737,1,13,-12.2,25.2,6.64898455002478,5.97126183979046,14.2,33.2,1409,865,126,176,241,65,338,-44.5,32.2,519,68
"AB_SRD_3087","MAT06",26.8716840210801,85.5020545491236,3.00007185831238,1.64683814611708,1.07665445435893,0.359127843193908,1.43795365990405,0.301173567992664,154.036042657609,46.011959930403,5.75001266135558,128.549174040357,176.634671976845,48.0016332240711,68.1770869235235,60.7142678563634,64.3591628442291,57.69,-115.72,639,-1.8,15.6,-23.5,39,6.10031895202006,5.63478960316925,18.4,55.6,2591,1106,138,150,244,94,149,-45.6,34.4,497,181
"AB_SRD_3283","MAT06",28.7211432951477,62.9992678597882,2.23431525101104,1.6332746975767,0.749751139852713,0.312287891038254,1.06134518428795,0.380751180165085,153.024546444051,44.8825071582567,4.21416447696389,134.076965845992,164.438455826881,29.9662741683553,89.0944053478202,78.4620488890731,76.4947771248878,49.04,-113.54,1400,3.6,15.2,-8.4,23.5,6.59167373200866,5.85507192220243,18.6,43.5,928,1193,153,155,253,98,265,-39.9,34.2,597,157
"AB_SRD_334","MAT06",34.8397403530954,103.994384847231,2.71764135736419,1.73627483096675,2.34030623960074,0.878488175335832,3.21280874037139,0.357297468233643,167.902399175002,48.0122908357751,6.29913355431188,127.495776090402,184.089262089086,56.8455659488839,53.5778089178074,47.1501306769262,59.5054932540652,56.47,-117.39,634,0.3,15.3,-18.8,34.1,6.01859321449623,5.5683445037611,25.1,58.6,1962,1185,142,150,243,94,123,-44.8,34.1,541,240
"AB_SRD_4032","MAT06",41.3565854297247,117.502301958862,2.88627929382684,2.03384018854128,3.98927859031888,1.35205170344739,5.34376478634059,0.34684948032382,161.540353737693,48.0119492560362,5.75004101964731,127.699283651646,180.895814231289,53.1018289426256,29.5189991172563,43.9421432492485,64.1608941213313,49.62,-110.33,1458,2.8,15.8,-9.7,25.5,6.07993319509559,5.56068163101553,29.4,60.8,1171,1227,146,153,247,94,138,-42.5,35.8,613,300
"AB_SRD_4348","MAT06",34.9600307343349,92.4972743307929,2.79489431827147,2.75454973250564,1.81179925145512,0.943572473181549,2.75254360144181,0.523617260286814,164.454113683512,46.1868178826809,3.66186865886643,134.193364583681,166.537349674395,32.0980049445743,59.7058277001704,47.8429037531779,42.5348584537594,55.66,-119.27,895,1.3,14.8,-13.9,28.8,6.29710931993394,5.81413053182507,20.8,44.2,1593,1139,153,141,253,112,173,-45.2,31.9,481,102
"AB_SRD_4460","MAT06",43.6182943465505,104.998013523395,2.68035041157624,1.44230478652175,2.09379356701322,0.861371459053631,2.95303859477394,0.409646264921347,155.465628349569,46.0121342783947,7.04954947592396,121.997383722639,182.252681820929,60.3484364876822,55.2591877592215,51.6589697725739,70.5975519848954,53.77,-117.7,1270,1.9,13.1,-10.2,23.3,6.40191719672719,5.98645200528444,19.8,33,1187,927,142,160,249,89,163,-43.3,30.5,487,47
"AB_SRD_4462","MAT06",42.7916565501215,93.4985053062591,2.43459906936654,1.58405779811365,1.35316374661138,0.411246584672225,1.76272246166952,0.317706852945616,155.472831935541,47.8374613484755,6.23720193468974,130.801293250308,181.806871713019,51.4486723122356,76.9706356245396,45.2471603990848,44.8585142389294,53.77,-117.2,1130,2,13.8,-11.4,25.2,6.38856140554563,6.0330862217988,20.1,33.1,1263,1014,145,156,250,94,142,-44.3,31,504,49
"AB_SRD_4619","MAT06",28.9169797951461,71.501312319908,2.21144955176901,1.68283201884446,1.00378204647911,0.315356262433448,1.32052028059444,0.30089492297566,145.023109417357,46.0119919535035,4.99992758648039,136.69884520649,174.201245213514,37.4510460684078,58.6513503423252,65.5306416777083,79.4539690129229,52.08,-115.98,1738,-0.2,11.7,-13,24.7,6.67834211465433,6.09807428216624,12.3,26.4,1595,684,120,169,240,71,338,-46.2,29.7,419,3
"AB_SRD_4620","MAT06",34.2016089499078,84.0017175038151,2.21442165989262,1.61821263480589,1.17657902111164,0.392174215099997,1.57074915391565,0.297979808621801,145.033128623805,47.7237198484813,5.52684916677758,127.907692808091,172.116734959846,43.3350318866157,68.8368024524362,56.6385990446402,69.8766200541783,52.05,-115.94,1879,-0.6,11.2,-12.9,24.1,6.72982407048948,6.1779441140506,11.3,23.3,1626,620,116,171,239,69,357,-46.5,29.1,405,0
"AB_SRD_4707","MAT06",43.4720921219807,111.002839531602,2.58297851072747,2.30547015042198,1.78540326439294,0.603873031440804,2.39232475327517,0.330266705281896,153.050403698306,46.0992519188341,5.25630459152157,128.297675990226,177.354003090983,48.7523308057712,42.1626637980843,30.2863200134624,50.9025620384708,49.65,-110.3,1398,2.8,15.7,-9.6,25.3,6.05678401322862,5.54517744447956,30,61.5,1167,1216,146,154,247,93,133,-42.5,35.6,610,302
"AB_SRD_4709","MAT06",33.7662430563944,99.501352036558,2.92256768440211,2.33970682262025,2.37378035631157,0.815357275031507,3.19051960867845,0.344703141845054,158.023118643606,45.9246643838496,4.5437301839535,134.250708627584,174.619054947522,40.5010008818892,54.6388141135403,35.0515074968928,56.2496740756882,58.65,-117.48,782,-2.5,13.9,-21.4,35.3,6.07764224334903,5.59471137960184,17.3,51.7,2593,896,131,155,241,87,161,-49.5,31.5,404,121
"AB_SRD_4711","MAT06",38.1445399307249,91.0038556483224,2.58188700787404,2.10072818930264,2.08089868145435,0.868902480853454,2.95390214441066,0.376302431351098,153.734320836143,44.7076575082641,4.43561975633724,131.216023382777,168.143778598097,36.7030835556432,69.1886217538255,64.8783987977924,66.1399571887226,51.03,-114.78,1403,2.2,13.7,-10.7,24.5,6.35437004079735,5.82894561761021,21.2,40.3,1177,998,131,169,241,73,176,-43.5,33.1,569,143
"AB_SRD_4731","MAT06",39.911946931361,92.5013947898209,2.50685203027383,2.36183269965253,1.64965675846575,0.701330882517945,2.35245732273995,0.418226395369944,155.024546444051,48.0119883953812,3.94993703924429,135.048881743587,168.704959298328,33.601111307926,65.0986544069027,61.9399334753366,73.3878794386237,51.48,-115.18,1744,0.7,12.3,-11.8,24.1,6.49375383985169,5.96870755998537,16.2,31.5,1410,783,125,170,244,74,242,-45.2,30.7,497,32
"AB_SRD_4732","MAT06",33.7637490467156,101.000490657393,2.57059097995942,2.11657628402029,1.78091301893436,0.816582656476873,2.5980882451168,0.425992775132381,147.510157724605,48.1866791159119,4.86223731665895,128.194789530436,171.732198982165,43.1505492857818,82.6506862186966,42.3052838606838,63.9573650560862,51.47,-114.73,1388,2.2,13.5,-10.4,23.8,6.2709884318583,5.87773578177964,23,37.7,1161,974,133,166,242,77,130,-43.8,32.5,553,130
"AB_SRD_4737","MAT06",37.6708678192789,113.000484584167,2.6442585534822,1.79007413750728,1.69915683429091,0.974637466700117,2.67421147316182,0.584482452938418,154.007320576214,45.8373759535408,6.9874288010236,122.702170140619,185.14600974857,62.800238060671,46.2059331744019,42.0701635421655,64.2723644557458,56.88,-116.1,749,-1,14.9,-21,35.9,6.12249280951439,5.66642668811243,19.7,51.5,2284,1058,136,153,242,89,146,-45.9,33.6,507,178
"AB_SRD_4738","MAT06",34.1706186444773,87.0029189649016,1.97521477599368,2.10671975797354,1.11039988405787,0.438875056636921,1.55232340944319,0.376544723105282,156.550422150806,49.9245967795262,4.24390978646781,138.101402832414,173.339622559,35.3022404327339,51.1375913405145,43.3280516518316,48.4939721640013,54.6,-117.16,813,1.8,15,-13.9,28.9,6.3818160174061,5.98393628068719,20,37.9,1500,1192,153,146,253,106,155,-46,32.3,522,80
"AB_SRD_4740","MAT06",41.6281108993192,110.000282964304,2.82050167707807,2.17394904537187,2.57328719280688,1.07365980882144,3.64727644676428,0.414155004152569,163.005855870771,46.0993622206248,4.90601155584034,126.096543340241,170.88886646173,44.6003083807088,35.796237796179,36.0982742869834,59.4513388417495,55.92,-116.57,723,0.6,15.2,-17.6,32.8,6.21460809842219,5.78074351579233,21.3,47.1,1856,1174,144,149,246,97,144,-45.8,33.6,532,165
"AB_SRD_4743","MAT06",39.8800032633763,116.993725087928,3.59942152932563,2.13326938450221,3.21330854370756,1.50569121465987,4.71231240320728,0.422602615511577,152.890902961444,45.7503330336692,5.7990579322006,126.145483793631,181.509549410569,55.6450440327388,34.4993764011867,31.8757962958993,64.0342098484596,56.92,-115.78,777,-1.2,14.8,-21.3,36.1,6.13772705408623,5.68357976733868,19,50.2,2323,1030,135,154,242,88,149,-45.7,33.3,495,162
"AB_SRD_910","MAT06",34.6530260434431,96.0023049954751,3.15444550706544,2.22959126179779,2.3351566826406,0.923024298335772,3.26070317231808,0.407712559239773,150.041772311889,44.1866008372218,4.71244527746498,130.195593346554,171.763908848087,41.101984555181,61.4913756394036,44.8097034085077,62.0033944215014,53.67,-117.46,1219,1.9,13.5,-10.9,24.4,6.43615036836943,6.03787091992214,19.1,32.2,1245,976,142,158,251,93,162,-44.3,30.9,499,45
"BC_TSC_10155","MAT06",37.2005808466412,104.995855054574,3.01679118849369,2.00791179316788,2.85909225464233,0.96404013436127,3.8186962609701,0.34156007966309,164.594456388691,44.6497854523968,5.43056808563201,128.713709386134,177.927480832147,49.4633701181982,53.3093353157499,57.3879077080886,69.4364791290324,51.5,-117,1400,0.9,12.5,-11,23.6,6.63725803128446,5.68357976733868,14.2,42.6,1355,789,128,168,243,74,418,-43.6,31.2,492,142
"BC_TSC_14331","MAT06",44.8797540885747,113.996159468663,2.9703777518371,2.49291500496847,2.40955159347452,0.714928804596674,3.12042433948865,0.296827912428521,162.934004536036,46.0995401267388,4.3555389176448,132.994716485426,172.203162220999,39.1970464048017,96.0395361078242,57.6336844055655,45.755817556715,52.17,-124.18,1370,1.3,12.3,-10.5,22.8,5.87773578177964,5.2257466737132,31.7,66.2,1248,805,113,181,235,54,142,-45.1,32.5,541,311
"BC_TSC_19917","MAT06",39.0205620738932,90.0042669856821,2.89784399598526,1.65964790225748,1.99497954394701,0.850118049646472,2.84960789314572,0.35041083300806,163.741033111551,44.6494225239243,5.53153226755091,130.884102836623,175.372984149905,44.3700245490487,69.601016569331,59.1356710661812,56.0286758838359,49.1,-115.93,1300,3.4,15.2,-8.7,23.9,6.80350525760834,5.59842195899838,14.8,56.3,972,1177,155,155,254,99,457,-39.7,33.9,588,231
"BC_TSC_2100","MAT06",41.2198518228247,91.3381765962008,2.32793927443946,1.93890231016179,1.34747649707964,0.416616191941815,1.76918772617181,0.294191582796525,167.417286107015,45.9245137566731,5.06079701762572,133.418922031327,173.309617871341,39.8704293548239,74.5746861806584,62.2115269298266,68.1185487636839,55.07,-128.25,152,5.3,15.3,-5.3,20.6,6.72262979485545,5.53733426701854,18.4,60.3,602,1376,197,136,277,140,268,-32.8,33.1,540,232
"BC_TSC_2175","MAT06",42.5727493976829,103.001190133345,3.25492894063108,1.61995653426062,3.01790902466,1.0643806297509,4.08358391036491,0.3533614478039,166.521663164412,44.0993230812798,6.05611553624335,125.5969452483,178.229721394691,52.4010260154084,84.2165825065325,50.6004840608953,74.2243535244571,50.92,-120.08,1402,2.8,13.7,-8.1,21.8,6.26909628370626,5.53733426701854,24.3,54,964,1000,150,159,253,94,202,-38.4,32.8,529,214
"BC_TSC_2237","MAT06",40.6756664564049,104.668901418908,2.64002700169213,1.92279849116281,2.09732204315753,0.746725817487837,2.84645311087474,0.308779063298435,151.039865502545,46.0992780117309,5.70623527125289,128.34740805152,178.093433135676,49.4685190493049,68.2157673245154,49.9515134975211,70.8872189166657,55.58,-123.58,732,2.4,14.7,-10.9,25.6,6.71295620067707,5.86078622346587,15,41.8,1242,1121,161,150,258,108,349,-40.6,32.2,491,124
"BC_TSC_25378","MAT06",43.7197829588124,126.32998458486,3.32462640962741,2.25583468322704,4.04392177307268,1.6431372635486,5.68344153971756,0.493344447626074,159.432613640589,47.2582005301529,5.42652470974392,129.915292679762,181.574018779755,51.9972822293551,80.1424824326175,59.8885416987431,61.6834464774156,50.47,-118.95,1082,4.6,15.9,-7,23,6.50279004591562,5.62401750618734,21.8,57.5,776,1357,167,149,258,109,235,-36.7,35.3,646,269
"BC_TSC_27132","MAT06",35.3223677844655,93.0009417114026,3.05099943403709,1.66437080075091,2.36999219125949,0.784465904534617,3.15545998860254,0.32029861384996,156.016879226263,46.041116561918,7.33528575867906,120.381399072042,183.212547601314,62.7341117593355,71.0505448054173,64.4167552815905,65.4751221472982,51.22,-119.75,1650,1.5,12.3,-9.3,21.6,6.60394382460047,5.78074351579233,15.6,38,1159,793,128,171,243,72,344,-40.5,31.8,509,124
"BC_TSC_28832","MAT06",32.8299777161966,122.00090916041,2.66392158580447,2.51795211838738,2.18157046672773,0.802520039692487,2.98491699792488,0.370437408489495,144.998670737297,47.0833651126494,5.4146088447283,134.387537401496,186.93115187838,53.0671639919037,71.1141492469792,59.3343910836157,58.926318171781,54.82,-128.29,200,5.2,14.9,-5,20,6.88959130835447,5.68357976733868,15.5,50.9,585,1323,198,137,278,142,310,-32,32.9,539,203
"BC_TSC_29146","MAT06",41.1359317920122,123.496822264579,2.99676379311427,2.77717152468951,2.70242738168942,1.21369836016101,3.91285906263025,0.452051216399933,159.446919323789,50.2741632429462,4.36801879757376,132.991318477105,175.350969516314,41.9477239335023,33.9818436060674,33.7755789458515,52.5696012624907,56.92,-125.05,680,1.1,14.6,-14.7,29.3,6.13122648948314,5.48063892334199,24.1,60.6,1600,1071,150,159,253,94,180,-46.2,32.4,483,208
"BC_TSC_30010","MAT06",32.6857321839751,89.3354031457489,2.30255537801582,2.01513046288001,1.49557261918424,0.568109910652179,2.06591235991705,0.347675700398832,151.590631219509,46.0992851279754,4.63954969905839,131.480668310661,171.186004966047,39.4350552369352,72.3211591953602,50.7995965689311,68.3527313985977,52.48,-123.79,1400,0.5,11.2,-11.3,22.5,6.10702288774225,5.50938833662798,23.5,45.5,1345,660,102,183,231,48,180,-45.7,31,508,216
"BC_TSC_30016","MAT06",31.9018812037908,77.5015597296466,2.13265698728346,1.44983406126867,1.24640618243905,0.293280122686935,1.54133140703098,0.227699052755045,NA,46.0119812791367,5.74995594477212,131.148954817779,176.212387467958,45.0012417869623,92.993262536058,63.7585170705932,60.255700290025,53.38,-132.03,50,7.5,14.2,2.2,12,7.33367639565768,5.94017125272043,11.5,37.3,140,1413,281,112,307,195,96,-18.2,31.2,460,34
"BC_TSC_30466","MAT06",41.9742830409881,105.66400820408,2.65947994373951,2.50575809655077,2.3420891319498,0.902231692474441,3.24152194357433,0.332492949572248,162.990048577129,44.7661557936528,4.20567440726085,130.211906850473,167.206397436675,36.9313148378951,42.0090594929114,52.3335335049052,43.8085336584249,51.32,-120.32,1350,2.4,13.1,-8.8,21.9,6.47543271670409,5.71702770140622,19.1,43.3,1027,927,139,165,246,81,263,-39.6,32.7,534,168
"BC_TSC_30588","MAT06",35.2357966988821,87.0042812367697,2.2009387779425,1.20635652793491,1.28027167799841,0.670442585475285,1.95525379783289,0.466992062966416,159.074842378366,44.0118638611014,11.1502678859812,110.450160541957,191.68495226684,81.053394691061,72.7542966671185,58.7651463923291,67.0747443381477,49.82,-119.98,1280,3.4,14.2,-6.9,21.1,6.36302810354046,5.25227342804663,23.1,74.2,858,1072,163,151,259,108,273,-36.6,32.7,531,282
"BC_TSC_30659","MAT06",37.9606660580751,118.667054529833,2.55742795968681,1.68136483102178,1.8163233215862,0.493338310786808,2.30996185966247,0.268749834096434,167.338740949371,44.4749381744858,7.45201706316277,121.886075898189,190.896994213486,69.4334693458072,88.7720156787035,65.1980630850558,76.1257189090666,51.68,-119.58,1000,3.3,14.6,-8.4,22.9,6.40025744530882,5.54126354515843,22.1,57.2,943,1117,156,157,254,97,243,-38.5,33.2,551,241
"BC_TSC_30759","MAT06",33.3998705955727,95.6630979984263,2.27355313361456,2.01883286773886,1.51825587444162,0.440538276656613,1.95494276066287,0.316089689060955,169.962772748678,47.258210018479,5.42649950237349,130.115195247506,175.43078122025,45.6637749239734,73.9496715937439,60.7970969050675,78.5263520088805,55.42,-120.75,1050,1.9,14.4,-11,25.4,6.49072353450251,5.91079664404053,18,39.1,1338,1076,151,150,253,103,234,-42.7,31.5,491,93
"BC_TSC_30881","MAT06",38.2338010388065,100.331884429468,2.5853829618102,1.56810141506911,1.95491824108729,0.786526120380374,2.73993189504185,0.399975960903533,151.642344976849,47.432770274526,6.43914638113155,123.645776061219,179.194204013956,55.4322716841611,81.5695191067162,51.3364798701212,80.839219902035,50.2,-118.47,1400,2.8,14.1,-8.5,22.6,6.40687998606931,5.68017260901707,21.2,48.1,1006,1046,143,164,249,85,232,-38.9,34.3,571,212
"BC_TSC_30896","MAT06",36.8518017407413,83.99995004804,2.38405888315352,1.44352858221642,1.48891025253857,0.415455400261751,1.9042565588714,0.28873830582891,150.33202252313,45.9247248719284,5.92690282030035,126.950087496947,173.855915505674,47.0998918100808,76.0346450157212,67.926880270544,77.3731968387765,50.57,-120.33,1100,4.4,15.7,-7.1,22.8,6.01615715969835,5.31811999384422,35.1,76.7,802,1320,166,150,257,107,128,-37.1,35.1,637,366
"BC_TSC_30921","MAT06",46.55839908462,96.6692027963838,2.46544735179693,1.89205062970689,1.336903289668,0.693308559501528,2.03290947008246,0.486232814961475,168.560490563918,46.0410477715539,4.468801845448,136.315438789237,174.05101990773,37.5687063900195,82.3650900539173,64.3297300357387,74.5307237108449,53.02,-121.12,1030,2.4,13.2,-9.1,22.3,6.53378883793334,5.74620319054015,18,42.1,1058,950,141,166,248,82,280,-40.6,32.2,522,149
"BC_TSC_31146","MAT06",33.3965991652041,74.0040765802942,1.92401568829976,0.846480362542994,0.948523944192653,0.303492332708236,1.25638038545785,0.28521427180587,161.07628863131,44.0991985469999,12.3564463829802,103.04822404667,191.909714363202,88.5033093985433,80.1890645029112,69.4256969778878,75.4112184239811,53.25,-125.2,1240,1.3,11.3,-10.1,21.4,6.48004456192665,5.71373280550937,17.3,37.2,1182,705,128,173,247,74,285,-41.5,29.9,466,115
"BC_TSC_31258","MAT06",40.4172289699477,124.998877939173,2.99049332925753,1.88568639837821,2.85253899671216,0.886118672496645,3.73740834431307,0.339270513329753,160.944063722899,43.924771127518,6.74344660103618,124.999612514696,190.657632403084,65.8990436963449,89.2196921762125,57.272753568042,72.7323613046675,50.84,-116.5,1440,1.2,12.9,-10.8,23.7,6.69579891705849,5.7037824746562,13.9,43,1307,849,130,167,244,77,436,-43.2,31.9,519,155
"BC_TSC_31838","MAT06",30.657393687203,97.000312478684,2.54607997873875,1.68028332114556,2.31416415835024,0.837966412108529,3.15254771813111,0.313778152804269,162.955569162706,43.5491287553745,5.98095087864009,125.877428649212,179.018834234533,52.7004338689185,72.093590165803,61.3130783256989,82.6576425170965,49.63,-118.63,1670,1.9,13,-8.3,21.3,6.75227037614174,5.90263333340137,14,35.4,1077,848,142,165,254,89,410,-38,31.8,495,73
"BC_TSC_32008","MAT06",32.469832338961,69.3334788477829,2.20983087957004,1.21378124402509,0.948496006162469,0.375368775347286,1.32404804318842,0.394829766591121,159.00346082628,46.0993681508286,5.73932913456715,133.413149111747,175.466009653706,41.8668663148453,74.550731021883,74.5827879576028,85.8948214655816,51,-122.05,1550,2.4,13,-7.8,20.9,6.1779441140506,5.3890717298165,25.6,59.4,1011,908,142,181,256,75,205,-38.6,31.4,501,228
"BC_TSC_32013","MAT06",29.3909691915185,89.3353726191649,2.63092167194227,2.73821249602081,1.5044029562003,0.72347910906897,2.22999495989105,0.387071932571636,155.004437296575,45.9246347328306,3.79380895698609,135.38434643672,168.416672320977,33.1348778778737,75.0330146516869,65.6289391437958,70.6989276231939,51.15,-122.18,1350,3.2,13.9,-7.7,21.6,6.12905021006055,5.36129216570943,28.7,65.4,920,1056,150,168,256,88,174,-38.4,32.9,546,279
"BC_TSC_32151","MAT06",35.6731574985836,116.001975115824,2.69783559304617,2.39208853856551,1.97665783469401,0.72412581799779,2.70295500373603,0.356323729630413,164.53602420511,46.1866150697108,4.96240746640934,130.245447198169,177.799052508829,47.1017235971084,72.7021593810933,32.1725362179942,45.7677527186987,55.48,-127.9,490,3.7,14.4,-7.6,22.1,6.52356230614951,5.8636311755981,20.2,41,865,1167,168,151,260,109,196,-37.4,33.1,513,144
"BC_TSC_32352","MAT06",37.6036799105435,119.002395643249,3.29994367438362,3.05213175510361,3.52790067736853,1.30071159780566,4.83107601386244,0.335571686852755,151.040848123674,44.5330687872388,4.55638183302381,131.852401532501,174.843401816241,43.2017753782671,34.1472067574741,41.6133502137656,55.2983727011735,54.65,-127.35,1050,1.9,12.9,-10.1,23,6.90775527898214,5.605802066296,11.9,47.3,1156,883,142,164,247,83,558,-40.2,31.4,478,170
"BC_TSC_32356","MAT06",40.5385998625484,98.9996201683888,2.86911563580091,2.52152585898415,2.45874473792531,0.90155691992377,3.35984172362268,0.367404847113226,167.326274416351,44.5914057710841,3.92686500924471,133.083274681895,166.941059166415,34.0662975186749,44.0189991172563,42.623046413364,45.6375551359737,54.82,-127.7,925,2.2,13.2,-9.7,22.8,6.97447891102505,5.5834963087817,11.4,49.5,1102,932,147,163,253,90,591,-39.6,31.7,483,196
"BC_TSC_32361","MAT06",31.4392730268966,103.005089660402,2.73309130554105,2.51915399483383,2.19980793559901,0.689215853899175,2.89435272394918,0.283620692507111,172.087790995701,44.5329525552443,4.42335728997823,133.953595077647,174.564728586852,40.7039065358598,66.7591395336754,62.3168822696253,76.8061132740627,54.77,-127,800,2.8,13.8,-9.4,23.2,6.16751649088834,5.30826769740121,26.8,68.4,1018,1027,150,164,249,85,199,-39.3,32.6,513,276
"BC_TSC_32586","MAT06",34.9524590164435,91.6649673164503,2.5226759797238,1.6678482993884,1.54474934613896,0.625962998571843,2.16884904929448,0.400787349104288,159.969948655902,44.5914627010406,6.12671376502214,123.149356755022,174.414967142715,51.5319203530512,69.0885637241694,55.4077109846436,71.028321658096,49.27,-120.77,1650,1.9,12.4,-7.2,19.7,7.10002716662926,5.56452040732269,9.8,47.6,999,766,141,171,257,86,751,-36.9,31.2,477,151
"BC_TSC_32594","MAT06",35.5904890083316,96.2496842982832,2.64554215460848,1.97563134119925,1.85922600782326,0.621350664486758,2.48024829471494,0.337668740276944,150.007255992467,44.0557251217149,5.35284195884757,128.547201022566,174.544915692625,45.9247964910634,76.6851891974545,68.0390187143629,70.3448631803768,51.07,-118.83,1250,2.5,13.8,-9.1,23,7.33171496972647,6.4150969591716,8.2,22.6,1060,998,149,159,253,94,694,-39.5,32.8,526,1
"BC_TSC_32707","MAT06",31.1684186540275,100.997817976759,3.70292596164931,2.20918184089934,2.45968011017264,1.32733899095172,3.78498034033138,0.534109411722814,157.967000792517,48.1866826740342,4.84294074637603,130.134376312078,175.031727767685,43.6988180328309,78.2942454252931,35.4222008359103,44.4615269712394,54.32,-123.18,800,2.6,14.5,-10.7,25.2,6.38012253689976,5.48893772615669,21.4,59.7,1158,1120,153,156,253,97,259,-41.4,32.9,530,239
"BC_TSC_33180","MAT06",37.7810924729481,107.503539007554,2.46731647139913,2.3918504006623,2.02239927011858,0.871671004714826,2.89782041852328,0.431138538144073,163.061909138114,48.0118958842019,4.70018281110597,135.19983170809,177.901525503508,42.5528075353977,55.7285600859202,40.5815202136739,59.1695505068415,51.48,-120.35,1270,2.5,13.3,-9,22.3,6.42324696353352,5.69035945432406,20.2,45.1,1037,954,140,165,246,81,244,-40,32.9,541,189
"BC_TSC_33286","MAT06",37.6657668453691,94.000776771577,2.11019447702745,1.85503610580144,0.994909433952856,0.369183331032292,1.36491923764485,0.371079761217231,162.347338506207,46.0411236781625,5.60193351981791,135.281325997849,183.305119431685,47.9339812802992,88.8226033429288,71.5981716863338,89.2739679625634,49.4,-115.95,1500,2.6,14.5,-9.3,23.8,6.5191472879404,5.52146091786225,18.5,58.1,1084,1041,146,159,251,92,336,-40.7,32.7,557,229
"BC_TSC_33351","MAT06",27.1162014339528,79.0020983145909,2.3587449419303,1.04321438090153,1.50615688728703,0.452092315643138,1.96053750262472,0.360011338099294,151.03794331612,46.1575011356632,14.4103542692523,96.1794503879956,191.409941199917,94.8351288542931,78.9610527242684,61.3918805545603,78.7782016405546,49.72,-118.03,1750,1.6,12.9,-8.9,21.8,6.98193467715639,6.07304453410041,10.8,29.6,1162,839,136,163,248,85,546,-39.6,32.2,505,41
"BC_TSC_34837","MAT06",35.2038530308974,84.9966115348773,2.6985082769943,2.05129321278459,1.91392346324022,0.654802917617209,2.56510887830022,0.347006725842042,156.441198895759,46.0121947664735,5.59938877893747,128.596762592002,173.289542379081,44.8473274158738,66.6550186614023,49.2010092128918,81.7210747479837,49.37,-116.67,1700,1.5,13.1,-9.4,22.6,6.99393297522319,5.79909265446053,10.6,39.8,1201,844,137,165,248,84,651,-40.8,31.5,505,109
"BC_TSC_34982","MAT06",34.9622755692121,94.2505700906928,2.40782724522564,1.84457589157185,1.57090963859928,0.71158468167299,2.28308690128482,0.530498111374552,162.760176177104,45.012023976604,5.62484251160519,128.173516372624,175.342818450182,47.1504589127446,57.1256137611268,54.0970154990531,66.2987751816167,57.5,-130.33,800,0.1,12.4,-13.9,26.2,6.47543271670409,5.50125821054473,15.6,50.5,1589,773,131,167,250,83,355,-44.6,30.2,433,174
"BC_TSC_34984","MAT06",33.8217291454313,96.7492276771495,2.36016230959336,1.93712652349837,1.40603699957498,0.485017659133656,1.89015617693712,0.337450349338192,163.735760562669,46.8810931102019,5.51538571082838,131.350690373628,179.531393609346,48.4992820611582,71.7526403201304,64.9203536681479,64.865855538853,57.13,-130.36,700,0.5,12.4,-12.5,24.9,6.56807791141198,5.59098698051086,14.8,46.1,1451,772,134,169,250,81,373,-43.3,29.7,432,167
"BC_TSC_34994","MAT06",35.3589432191542,120.670249439688,3.20932288835038,2.54855996878009,2.07856836971334,0.582968810497389,2.66540426124394,0.252376416884556,179.061936816862,47.4907704227954,5.01052441900265,131.580108055729,180.710128059914,48.669636498953,74.4386797039812,36.7189952061361,61.4373048472021,54.82,-128.75,325,4.4,14,-5.7,19.6,7.13409372119287,5.94803498918065,11.5,36.4,655,1148,185,148,273,125,431,-33.2,31.9,512,117
